Edge Name,Model Number,Serial Number, Status, Activation Date, Link Name, Link Mode, Link State, Last Active, IP Address, DL (Mbps), UL (Mbps), DL (MB), UL (MB)
102946,edge520-v,VC05200048019,CONNECTED,2020-02-10 19:02:00.000,216.21.135.198,ACTIVE,STABLE,2023-01-22 06:12:46.000,74.49.190.204,57.416915304783494,11.982547655970418,13668.767165,18796.533648
102946,edge520-v,VC05200048019,CONNECTED,2020-02-10 19:02:00.000,207.219.150.151,BACKUP,STANDBY,2023-01-22 06:12:46.000,207.219.150.145,0.0,0.0,1.816038,18.545074
102946,edge520-v,VC05200048019,CONNECTED,2020-02-10 19:02:00.000,74.49.190.204,ACTIVE,STABLE,2023-01-22 06:12:46.000,74.49.190.204,62.724530359060005,11.937359179291423,9183.581178,4581.834956
103075,edge520,VC05200078223,CONNECTED,2020-02-21 19:55:57.000,216.21.135.198,ACTIVE,STABLE,2023-01-22 06:12:40.000,216.21.135.198,57.822,11.188,15733.135247,4126.683184
103075,edge520,VC05200078223,CONNECTED,2020-02-21 19:55:57.000,100.66.69.235,ACTIVE,STABLE,2023-01-22 06:12:40.000,216.21.135.198,49.345,11.473,63630.257186,15663.853752
103075,edge520,VC05200078223,CONNECTED,2020-02-21 19:55:57.000,207.229.38.106,BACKUP,STANDBY,2023-01-22 06:12:40.000,74.198.149.132,47.183,45.09,51.32029,79.514034
103161,edge520,VC05200078660,CONNECTED,2020-02-24 19:29:25.000,74.49.190.204,ACTIVE,STABLE,2023-01-22 06:15:10.000,74.49.190.204,54.233035765379114,11.966941344778254,250054.513936,79760.630273
103161,edge520,VC05200078660,CONNECTED,2020-02-24 19:29:25.000,207.219.150.146,BACKUP,STANDBY,2023-01-22 06:15:10.000,207.219.150.150,66.289,16.364,53.891513,79.600054
103161,edge520,VC05200078660,CONNECTED,2020-02-24 19:29:25.000,216.21.135.198,ACTIVE,STABLE,2023-01-22 06:15:10.000,74.49.190.204,54.246070577014784,11.96859763948498,264062.085823,84826.002689
103276,edge520,VC05200078162,CONNECTED,2020-02-26 21:38:58.000,74.49.167.204,ACTIVE,STABLE,2023-01-22 06:15:12.000,74.49.167.204,54.236777658559845,11.966853123509775,46114.007846,22535.532473
103276,edge520,VC05200078162,CONNECTED,2020-02-26 21:38:58.000,Goco LTE ,BACKUP,STANDBY,2023-01-22 06:15:12.000,207.219.150.147,50.70138458070333,32.896351521984215,434.78309,501.974142
103276,edge520,VC05200078162,CONNECTED,2020-02-26 21:38:58.000,216.21.135.198,ACTIVE,STABLE,2023-01-22 06:15:12.000,216.21.135.198,54.24284563499711,11.968051272166539,23190.058823,5544.0146
103351,edge520,VC05200078989,CONNECTED,2020-02-27 19:25:43.000,GoCo LTE Wireless,BACKUP,STANDBY,2023-01-22 04:55:43.000,207.219.150.150,30.066,15.438,35.452549,72.608134
103351,edge520,VC05200078989,CONNECTED,2020-02-27 19:25:43.000,216.21.135.198,ACTIVE,STABLE,2023-01-22 06:15:42.000,74.49.190.204,15.665,0.907,81142.284868,24070.392353
103351,edge520,VC05200078989,CONNECTED,2020-02-27 19:25:43.000,216.21.135.198,ACTIVE,STABLE,2023-01-22 06:15:42.000,74.49.190.204,15.635578160507116,0.9077485946657099,124694.684352,20784.078
103351,edge520,VC05200078989,CONNECTED,2020-02-27 19:25:43.000,74.49.190.204,ACTIVE,UNSTABLE,2023-01-22 06:15:42.000,74.49.190.204,15.608,0.9,20832.355209,10330.422188
103785,edge520,VC05200079047,CONNECTED,2020-02-28 21:15:05.000,207.219.150.149,BACKUP,STANDBY,2023-01-22 06:11:51.000,207.219.150.147,64.501,18.867,101.517782,164.140955
103785,edge520,VC05200079047,CONNECTED,2020-02-28 21:15:05.000,172.219.206.25,ACTIVE,STABLE,2023-01-22 06:11:51.000,172.219.206.25,291.50639565684287,65.68392387543253,131723.287992,30184.566529
103943,edge520,VC05200078228,CONNECTED,2020-02-27 19:06:19.000,74.49.167.204,ACTIVE,STABLE,2023-01-22 06:15:09.000,74.49.167.204,26.138433654647148,4.984487682970367,20124.104729,10146.433505
103943,edge520,VC05200078228,CONNECTED,2020-02-27 19:06:19.000,GE2-3002,ACTIVE,STABLE,2023-01-22 06:15:09.000,74.49.167.204,25.412,2.993,17372.328987,8733.831668
103943,edge520,VC05200078228,CONNECTED,2020-02-27 19:06:19.000,207.229.38.110,BACKUP,STABLE,2023-01-22 06:15:09.000,207.229.38.105,46.914443196004996,28.36414357053683,218.459966,370.69381
103943,edge520,VC05200078228,CONNECTED,2020-02-27 19:06:19.000,GE2-3003,ACTIVE,UNSTABLE,2022-10-10 23:31:46.000,216.21.135.198,26.137259144834402,2.9959122590212557,1388.34587,2164.2492
103948,edge520,VC05200078595,CONNECTED,2020-02-26 22:15:47.000,74.49.190.204,ACTIVE,STABLE,2023-01-22 06:15:28.000,74.49.190.204,15.502432681932623,0.842,5137.081904,3878.328414
103948,edge520,VC05200078595,CONNECTED,2020-02-26 22:15:47.000,207.229.38.110,ACTIVE,UNSTABLE,2023-01-22 06:15:28.000,207.229.38.104,42.24372575612098,6.85978393950306,2830.826742,3992.421188
103948,edge520,VC05200078595,CONNECTED,2020-02-26 22:15:47.000,216.21.135.198,ACTIVE,STABLE,2023-01-22 06:15:28.000,74.49.190.204,15.51,0.905,7302.204721,7764.136933
103948,edge520,VC05200078595,CONNECTED,2020-02-26 22:15:47.000,100.66.84.185,ACTIVE,STABLE,2023-01-22 06:15:28.000,74.49.190.204,15.577593693801703,0.8982860568277186,16897.862966,9300.729282
104117,edge520,VC05200077860,CONNECTED,2020-02-27 20:55:21.000,74.49.167.204,ACTIVE,STABLE,2023-01-22 06:15:52.000,74.49.167.204,60.78344415336985,11.968,26701.021136,9635.560332
104117,edge520,VC05200077860,CONNECTED,2020-02-27 20:55:21.000,216.21.135.198,ACTIVE,STABLE,2023-01-22 06:15:52.000,74.49.167.204,60.94005429864253,11.969,35662.792972,19888.813078
104117,edge520,VC05200077860,CONNECTED,2020-02-27 20:55:21.000,GoCo LTE Wireless,BACKUP,STANDBY,2023-01-22 06:15:52.000,207.229.38.105,29.848269584977874,39.33542088266954,103.854968,319.065676
105763,edge520,VC05200078704,CONNECTED,2020-02-26 18:29:23.000,216.21.135.198,ACTIVE,STABLE,2023-01-22 06:15:13.000,216.21.135.198,6.315276026743076,0.9992215854823304,4055.61913,3408.795507
