"Edge","Link","Interface","Outage Time","Recovery Time","Outage Duration"
"102771","207.219.150.146","GE4","01/04/2023 02:23:59","01/04/2023 02:24:44","45.0"
"102208","207.219.150.150","GE4","01/04/2023 02:24:20","01/04/2023 02:25:04","44.0"
"101372","207.219.150.147","GE4","01/04/2023 02:25:30","01/04/2023 02:25:49","19.0"
"102568","207.219.150.148","GE4","01/04/2023 02:26:59","01/04/2023 02:27:44","45.0"
"100416","207.219.150.149","GE4","01/04/2023 02:27:13","01/04/2023 02:28:28","75.0"
"102923","207.229.38.108","GE6","01/04/2023 02:27:43","01/04/2023 03:00:29","1966.0"
"100062","74.49.159.204","GE3","01/04/2023 02:28:31","01/04/2023 02:28:43","12.0"
"101646","74.49.143.204","GE3","01/04/2023 02:29:26","01/04/2023 02:29:49","23.0"
"100062","74.49.159.204","GE3","01/04/2023 02:29:27","01/04/2023 02:30:15","48.0"
"103686","100.82.158.145","GE1","01/04/2023 02:30:36","01/04/2023 02:31:03","27.0"
"103686","100.82.158.145","GE1","01/04/2023 02:31:19","01/04/2023 02:32:47","88.0"
"100637","66.163.28.139","GE4","01/04/2023 02:31:31","01/04/2023 02:31:38","7.0"
"102966","3RD PARTY [GE4.3002] 8192332099","GE4","01/04/2023 02:31:33","01/04/2023 07:58:33","19620.0"
"102966","3RD PARTY [GE4.3001] 8190893635","GE4","01/04/2023 02:31:33","01/04/2023 07:59:32","19679.0"
"102966","3RD PARTY [GE3.0] 8190893634","GE3","01/04/2023 02:31:33","01/04/2023 07:58:33","19620.0"
"101733","74.49.174.204","GE1","01/04/2023 02:32:13","01/04/2023 02:32:27","14.0"
"102208","207.219.150.150","GE4","01/04/2023 02:32:50","01/04/2023 02:33:35","45.0"
"100416","207.219.150.149","GE4","01/04/2023 02:33:13","01/04/2023 02:33:58","45.0"
"103614","207.219.150.150","GE6","01/04/2023 02:33:32","01/04/2023 02:34:05","33.0"
"109027","207.219.150.150","GE4","01/04/2023 02:33:37","01/04/2023 02:35:21","104.0"
"100637","66.163.28.139","GE4","01/04/2023 02:34:57","01/04/2023 02:35:02","5.0"
"107552","207.219.150.145","GE4","01/04/2023 02:35:43","01/04/2023 02:38:28","165.0"
"101733","74.49.174.204","GE1","01/04/2023 02:35:47","01/04/2023 02:36:02","15.0"
"101160","100.82.173.9","GE3","01/04/2023 02:36:05","01/04/2023 02:36:13","8.0"
"101160","100.82.173.89","GE4","01/04/2023 02:36:05","01/04/2023 02:36:13","8.0"
"101160","100.82.37.145","GE4","01/04/2023 02:36:05","01/04/2023 02:36:12","7.0"
"101160","207.219.150.149","GE4","01/04/2023 02:36:05","01/04/2023 02:36:14","9.0"
"102771","207.219.150.146","GE4","01/04/2023 02:36:59","01/04/2023 02:37:14","15.0"
"101646","74.49.143.204","GE3","01/04/2023 02:37:01","01/04/2023 02:37:31","30.0"
"100416","207.219.150.149","GE4","01/04/2023 02:37:13","01/04/2023 02:37:58","45.0"
"108175","207.219.150.146","GE4","01/04/2023 02:37:17","01/04/2023 02:37:42","25.0"
"102208","207.219.150.150","GE4","01/04/2023 02:37:20","01/04/2023 02:38:05","45.0"
"101490","207.219.150.151","GE2","01/04/2023 02:39:38","01/04/2023 02:39:53","15.0"
"109651","Aliant DSL: LC/LXXS/485519","GE3","01/04/2023 02:40:11","01/04/2023 02:40:46","35.0"
"108175","207.219.150.146","GE4","01/04/2023 02:40:55","01/04/2023 02:40:57","2.0"
"103745","207.219.150.148","GE2","01/04/2023 02:41:08","01/04/2023 02:41:18","10.0"
"102646","207.219.150.150","GE4","01/04/2023 02:41:32","01/04/2023 02:42:17","45.0"
"101733","74.49.174.204","GE1","01/04/2023 02:41:38","01/04/2023 02:41:43","5.0"
"100416","207.219.150.149","GE4","01/04/2023 02:41:43","01/04/2023 02:42:28","45.0"
"101733","74.49.174.204","GE1","01/04/2023 02:43:28","01/04/2023 02:43:44","16.0"
"100062","74.49.159.204","GE3","01/04/2023 02:44:57","01/04/2023 02:45:00","3.0"
"101257","66.163.28.139","GE6","01/04/2023 02:45:20","01/04/2023 02:46:19","59.0"
"101490","207.219.150.151","GE2","01/04/2023 02:45:38","01/04/2023 02:46:27","49.0"
"100062","74.49.159.204","GE3","01/04/2023 02:45:41","01/04/2023 02:46:59","78.0"
"101568","207.219.150.149","GE4","01/04/2023 02:45:49","01/04/2023 02:45:53","4.0"
"100416","207.219.150.149","GE4","01/04/2023 02:46:13","01/04/2023 02:48:58","165.0"
"105389","74.49.174.204","GE1","01/04/2023 02:46:39","01/04/2023 02:57:15","636.0"
"101733","74.49.174.204","GE1","01/04/2023 02:47:22","01/04/2023 02:47:37","15.0"
"100198","207.219.150.147","GE2","01/04/2023 02:47:43","01/04/2023 02:49:35","112.0"
"100637","66.163.28.139","GE4","01/04/2023 02:47:55","01/04/2023 02:48:00","5.0"
"102568","207.219.150.148","GE4","01/04/2023 02:47:59","01/04/2023 02:48:44","45.0"
"103745","207.219.150.148","GE2","01/04/2023 02:48:14","01/04/2023 02:48:23","9.0"
"107546","207.219.150.146","GE4","01/04/2023 02:49:41","01/04/2023 02:50:57","76.0"
"100381","207.219.150.150","GE4","01/04/2023 02:49:54","01/04/2023 02:50:02","8.0"
"100381","74.49.174.204","GE3","01/04/2023 02:49:54","01/04/2023 02:50:02","8.0"
"100381","66.163.28.139","GE4","01/04/2023 02:49:54","01/04/2023 02:50:02","8.0"
"100381","66.163.28.139","GE4","01/04/2023 02:49:54","01/04/2023 02:50:02","8.0"
"102990","66.163.28.139 - 705-856-0560","GE6","01/04/2023 02:50:00","01/04/2023 02:52:04","124.0"
"101568","207.219.150.149","GE4","01/04/2023 02:51:08","01/04/2023 02:55:04","236.0"
"100400","100.82.202.131 3001","GE4","01/04/2023 02:51:23","01/04/2023 02:53:05","102.0"
"103745","207.219.150.148","GE2","01/04/2023 02:51:40","01/04/2023 02:51:48","8.0"
"101490","207.219.150.151","GE2","01/04/2023 02:52:10","01/04/2023 02:52:36","26.0"
"101257","66.163.28.139","GE6","01/04/2023 02:52:16","01/04/2023 02:53:05","49.0"
"102990","66.163.28.139 - 705-856-0560","GE6","01/04/2023 02:52:20","01/04/2023 02:54:24","124.0"
"100062","74.49.159.204","GE3","01/04/2023 02:52:33","01/04/2023 02:53:30","57.0"
"103614","207.219.150.150","GE6","01/04/2023 02:52:54","01/04/2023 02:53:00","6.0"
"100637","66.163.28.139","GE4","01/04/2023 02:53:16","01/04/2023 02:53:20","4.0"
"100400","100.82.202.131 3001","GE4","01/04/2023 02:53:21","01/04/2023 02:55:17","116.0"
"102342","216.21.135.198","GE3","01/04/2023 02:53:41","01/04/2023 02:53:49","8.0"
"102342","216.21.135.198","GE4","01/04/2023 02:53:41","01/04/2023 02:53:49","8.0"
"100416","207.219.150.149","GE4","01/04/2023 02:54:14","01/04/2023 02:54:59","45.0"
"100426","207.219.150.145","GE4","01/04/2023 02:54:46","01/04/2023 02:55:31","45.0"
"100637","66.163.28.139","GE4","01/04/2023 02:55:13","01/04/2023 02:55:20","7.0"
"104784","207.219.150.150","GE2","01/04/2023 02:55:57","01/04/2023 02:55:58","1.0"
"102990","66.163.28.139 - 705-856-0560","GE6","01/04/2023 02:55:58","01/04/2023 02:57:45","107.0"
"100062","74.49.159.204","GE3","01/04/2023 02:56:13","01/04/2023 02:57:06","53.0"
"100501","66.163.28.139","GE2","01/04/2023 02:57:28","01/04/2023 03:02:53","325.0"
"100637","66.163.28.139","GE4","01/04/2023 02:57:31","01/04/2023 02:57:36","5.0"
"100426","207.219.150.145","GE4","01/04/2023 02:58:16","01/04/2023 02:59:01","45.0"
"100400","100.82.202.131 3001","GE4","01/04/2023 02:58:26","01/04/2023 03:09:12","646.0"
"100637","66.163.28.139","GE4","01/04/2023 02:58:57","01/04/2023 02:59:05","8.0"
"102990","66.163.28.139 - 705-856-0560","GE6","01/04/2023 02:59:00","01/04/2023 03:00:50","110.0"
"100777","207.229.38.110","GE3","01/04/2023 02:59:14","01/04/2023 03:01:52","158.0"
"109651","Aliant DSL: LC/LXXS/485519","GE3","01/04/2023 02:59:36","01/04/2023 03:00:50","74.0"
"101568","207.219.150.149","GE4","01/04/2023 02:59:45","01/04/2023 03:00:05","20.0"
"100637","66.163.28.139","GE4","01/04/2023 03:00:02","01/04/2023 03:00:07","5.0"
"101568","207.219.150.149","GE4","01/04/2023 03:00:14","01/04/2023 03:00:25","11.0"
"104982","216.21.135.198","GE4","01/04/2023 03:01:28","01/04/2023 03:01:55","27.0"
"101568","207.219.150.149","GE4","01/04/2023 03:01:36","01/04/2023 03:01:43","7.0"
"100416","207.219.150.149","GE4","01/04/2023 03:01:44","01/04/2023 03:02:29","45.0"
"104982","216.21.135.198","GE4","01/04/2023 03:02:18","01/04/2023 03:03:16","58.0"
"102208","207.219.150.150","GE4","01/04/2023 03:02:21","01/04/2023 03:03:05","44.0"
"108518","207.219.150.151","GE4","01/04/2023 03:02:26","01/04/2023 03:02:32","6.0"
"100637","66.163.28.139","GE4","01/04/2023 03:02:34","01/04/2023 03:02:41","7.0"
"101568","207.219.150.149","GE4","01/04/2023 03:03:20","01/04/2023 03:04:39","79.0"
"102771","207.219.150.146","GE4","01/04/2023 03:03:30","01/04/2023 03:03:45","15.0"
"104982","207.229.38.107","GE4","01/04/2023 03:03:46","01/04/2023 03:03:47","1.0"
"100422","207.219.150.145","GE4","01/04/2023 03:04:21","01/04/2023 03:05:07","46.0"
"101391","66.163.28.139","GE4","01/04/2023 03:04:59","01/04/2023 03:07:00","121.0"
"100426","207.219.150.145","GE4","01/04/2023 03:05:16","01/04/2023 03:06:01","45.0"
"102932","207.219.150.144","GE2","01/04/2023 03:05:39","01/04/2023 03:06:24","45.0"
"100805","216.21.135.198","GE2","01/04/2023 03:05:52","01/04/2023 03:05:59","7.0"
"102723","66.163.28.139","GE4","01/04/2023 03:06:53","01/04/2023 03:07:01","8.0"
"102723","74.49.159.204","GE3","01/04/2023 03:06:53","01/04/2023 03:07:01","8.0"
"102723","207.219.150.148","GE4","01/04/2023 03:06:53","01/04/2023 03:07:02","9.0"
"102723","66.163.28.139","GE4","01/04/2023 03:06:53","01/04/2023 03:07:01","8.0"
"102923","207.229.38.108","GE6","01/04/2023 03:08:14","01/04/2023 03:14:00","346.0"
"100198","207.219.150.147","GE2","01/04/2023 03:08:57","01/04/2023 03:09:54","57.0"
"100426","207.219.150.145","GE4","01/04/2023 03:10:46","01/04/2023 03:11:31","45.0"
"101651","100.82.174.75","GE4","01/04/2023 03:10:51","01/04/2023 03:10:57","6.0"
"101651","100.82.171.233","GE4","01/04/2023 03:10:51","01/04/2023 03:10:57","6.0"
"102208","207.219.150.150","GE4","01/04/2023 03:11:21","01/04/2023 03:12:06","45.0"
"102059","66.163.28.139","GE3","01/04/2023 03:11:47","01/04/2023 03:13:58","131.0"
"100189","74.49.159.204","GE1","01/04/2023 03:11:52","01/04/2023 03:13:43","111.0"
"100416","207.219.150.149","GE4","01/04/2023 03:12:44","01/04/2023 03:13:35","51.0"
"100844","207.219.150.148","GE4","01/04/2023 03:13:26","01/04/2023 03:14:42","76.0"
"109027","207.219.150.150","GE4","01/04/2023 03:13:38","01/04/2023 03:15:53","135.0"
"102059","66.163.28.139","GE3","01/04/2023 03:14:21","01/04/2023 03:19:21","300.0"
"104471","GoCo LTE Backup","GE6","01/04/2023 03:16:15","01/04/2023 03:17:00","45.0"
"106449","207.219.150.147","GE6","01/04/2023 03:17:12","01/04/2023 03:20:06","174.0"
"106449","207.229.38.108","GE5","01/04/2023 03:17:12","01/04/2023 03:17:20","8.0"
"108175","207.219.150.146","GE4","01/04/2023 03:17:14","01/04/2023 03:17:18","4.0"
"108175","207.219.150.146","GE4","01/04/2023 03:18:18","01/04/2023 03:18:31","13.0"
"108175","207.219.150.146","GE4","01/04/2023 03:18:45","01/04/2023 03:18:46","1.0"
"100198","207.219.150.147","GE2","01/04/2023 03:18:57","01/04/2023 03:20:48","111.0"
"102208","207.219.150.150","GE4","01/04/2023 03:19:21","01/04/2023 03:20:06","45.0"
"105389","74.49.174.204","GE1","01/04/2023 03:19:25","01/04/2023 03:22:13","168.0"
"100844","207.219.150.148","GE4","01/04/2023 03:19:26","01/04/2023 03:24:41","315.0"
"108175","207.219.150.146","GE4","01/04/2023 03:19:54","01/04/2023 03:19:55","1.0"
"102059","66.163.28.139","GE3","01/04/2023 03:20:00","01/04/2023 03:31:05","665.0"
"103614","207.219.150.150","GE6","01/04/2023 03:20:04","01/04/2023 03:20:07","3.0"
"103614","207.219.150.150","GE6","01/04/2023 03:20:14","01/04/2023 03:20:21","7.0"
"104102","GoCo LTE Wireless backup","GE5","01/04/2023 03:20:20","01/04/2023 03:21:35","75.0"
"102208","207.219.150.150","GE4","01/04/2023 03:21:51","01/04/2023 03:22:36","45.0"
"103686","100.82.158.145","GE1","01/04/2023 03:24:10","01/04/2023 03:24:17","7.0"
"103686","100.82.158.145","GE1","01/04/2023 03:24:29","01/04/2023 03:25:43","74.0"
"102530","162.156.175.252","GE3","01/04/2023 03:24:33","01/04/2023 03:24:41","8.0"
"102208","207.219.150.150","GE4","01/04/2023 03:24:51","01/04/2023 03:25:36","45.0"
"100637","66.163.28.139","GE4","01/04/2023 03:25:08","01/04/2023 03:25:15","7.0"
"103614","207.219.150.150","GE6","01/04/2023 03:25:31","01/04/2023 03:25:38","7.0"
"100400","100.82.202.131 3001","GE4","01/04/2023 03:25:37","01/04/2023 03:29:46","249.0"
"103686","100.82.158.145","GE1","01/04/2023 03:27:00","01/04/2023 03:28:10","70.0"
"101733","74.49.174.204","GE1","01/04/2023 03:27:58","01/04/2023 03:28:05","7.0"
"100637","66.163.28.139","GE4","01/04/2023 03:28:44","01/04/2023 03:28:49","5.0"
"100416","207.219.150.149","GE4","01/04/2023 03:30:15","01/04/2023 03:31:03","48.0"
"100400","100.82.202.131 3001","GE4","01/04/2023 03:30:35","01/04/2023 03:34:58","263.0"
"104471","GoCo LTE Backup","GE6","01/04/2023 03:30:46","01/04/2023 03:31:30","44.0"
"100900","74.49.143.204","GE3","01/04/2023 03:31:51","01/04/2023 03:31:52","1.0"
"102059","66.163.28.139","GE3","01/04/2023 03:32:15","01/04/2023 03:33:48","93.0"
"102126","71.17.54.26","GE3","01/04/2023 03:32:25","01/05/2023 18:13:51","139286.0"
"101733","74.49.174.204","GE1","01/04/2023 03:33:30","01/04/2023 03:35:24","114.0"
"100238","ADSL 905-664-2017 | 6Mbps","GE4","01/04/2023 03:34:05","01/04/2023 03:34:06","1.0"
"100238","ADSL 905-664-2017 | 6Mbps","GE4","01/04/2023 03:34:18","01/04/2023 03:34:28","10.0"
"102059","66.163.28.139","GE3","01/04/2023 03:34:20","01/04/2023 03:56:45","1345.0"
"100844","207.219.150.148","GE4","01/04/2023 03:34:27","01/04/2023 03:39:46","319.0"
"101733","74.49.174.204","GE1","01/04/2023 03:35:43","01/04/2023 03:39:19","216.0"
"103686","100.82.158.145","GE1","01/04/2023 03:36:31","01/04/2023 03:37:41","70.0"
"101976","66.163.28.139","GE4","01/04/2023 03:36:39","01/04/2023 03:36:47","8.0"
"101976","74.49.159.204","GE3","01/04/2023 03:36:39","01/04/2023 03:36:47","8.0"
"101976","66.163.28.139","GE4","01/04/2023 03:36:39","01/04/2023 03:36:47","8.0"
"102208","207.219.150.150","GE4","01/04/2023 03:37:52","01/04/2023 03:38:36","44.0"
"102932","207.219.150.144","GE2","01/04/2023 03:38:10","01/04/2023 03:38:55","45.0"
"102932","207.219.150.144","GE2","01/04/2023 03:40:40","01/04/2023 03:41:26","46.0"
"100416","207.219.150.149","GE4","01/04/2023 03:40:45","01/04/2023 03:43:30","165.0"
"100426","207.219.150.145","GE4","01/04/2023 03:40:47","01/04/2023 03:41:32","45.0"
"101568","207.219.150.149","GE4","01/04/2023 03:40:54","01/04/2023 03:42:58","124.0"
"101490","207.219.150.151","GE2","01/04/2023 03:41:40","01/04/2023 03:41:55","15.0"
"101257","66.163.28.139","GE6","01/04/2023 03:42:18","01/04/2023 03:52:43","625.0"
"101733","74.49.174.204","GE1","01/04/2023 03:44:30","01/04/2023 03:44:35","5.0"
"101733","74.49.174.204","GE1","01/04/2023 03:44:44","01/04/2023 03:44:48","4.0"
"101388","66.163.28.139","GE4","01/04/2023 03:45:02","01/04/2023 03:45:43","41.0"
"109027","207.219.150.150","GE4","01/04/2023 03:45:40","01/04/2023 03:47:24","104.0"
"100844","207.219.150.148","GE4","01/04/2023 03:45:57","01/04/2023 03:46:12","15.0"
"101388","66.163.28.139","GE4","01/04/2023 03:46:13","01/04/2023 03:46:55","42.0"
"104037","100.82.154.161","GE2","01/04/2023 03:46:29","01/04/2023 03:46:44","15.0"
"101390","74.49.143.204","GE3","01/04/2023 03:46:50","01/04/2023 03:46:57","7.0"
"101390","66.163.28.139","GE4","01/04/2023 03:46:50","01/04/2023 03:46:57","7.0"
"101390","66.163.28.139","GE4","01/04/2023 03:46:50","01/04/2023 03:46:57","7.0"
"104982","216.21.135.198","GE4","01/04/2023 03:47:29","01/04/2023 03:47:43","14.0"
"102843","66.163.28.139","GE6","01/04/2023 03:47:46","01/04/2023 03:58:54","668.0"
"100238","ADSL 905-664-2017 | 6Mbps","GE4","01/04/2023 03:48:33","01/04/2023 03:49:04","31.0"
"102923","207.229.38.108","GE6","01/04/2023 03:48:46","01/04/2023 04:01:02","736.0"
"100637","66.163.28.139","GE4","01/04/2023 03:48:54","01/04/2023 03:49:01","7.0"
"104982","216.21.135.198","GE4","01/04/2023 03:50:02","01/04/2023 04:01:07","665.0"
"100426","207.219.150.145","GE4","01/04/2023 03:50:47","01/04/2023 03:51:32","45.0"
"100637","66.163.28.139","GE4","01/04/2023 03:51:09","01/04/2023 03:51:17","8.0"
"100062","74.49.159.204","GE3","01/04/2023 03:51:40","01/04/2023 03:52:31","51.0"
"101301","66.163.28.139","GE4","01/04/2023 03:51:44","01/04/2023 03:52:24","40.0"
"104142","207.219.150.146","GE4","01/04/2023 03:52:57","01/06/2023 09:30:52","193075.0"
"101651","100.82.174.75","GE4","01/04/2023 03:53:27","01/04/2023 03:53:28","1.0"
"101651","100.82.171.233","GE4","01/04/2023 03:53:27","01/04/2023 03:53:29","2.0"
"100637","66.163.28.139","GE4","01/04/2023 03:53:29","01/04/2023 03:53:36","7.0"
"105271","207.229.38.109","GE3","01/04/2023 03:54:09","01/04/2023 03:54:18","9.0"
"102642","74.49.174.204","GE3","01/04/2023 03:55:00","01/04/2023 03:55:08","8.0"
"102642","66.163.28.139","GE4","01/04/2023 03:55:00","01/04/2023 03:55:08","8.0"
"103087","216.21.135.198 A 250-491-9456","GE4","01/04/2023 03:55:41","01/04/2023 03:56:22","41.0"
"100844","207.219.150.148","GE4","01/04/2023 03:55:57","01/04/2023 04:02:42","405.0"
"107678","207.219.150.148","GE4","01/04/2023 03:56:21","01/04/2023 03:56:36","15.0"
"106397","3G backup link","GE2","01/04/2023 03:57:12","01/04/2023 03:57:16","4.0"
"100416","207.219.150.149","GE4","01/04/2023 03:58:15","01/04/2023 03:59:00","45.0"
"100637","66.163.28.139","GE4","01/04/2023 03:59:37","01/04/2023 03:59:44","7.0"
"105271","207.229.38.109","GE3","01/04/2023 04:00:03","01/04/2023 04:00:05","2.0"
"104982","207.229.38.107","GE4","01/04/2023 04:01:48","01/04/2023 04:01:48","0.0"
"100416","207.219.150.149","GE4","01/04/2023 04:02:17","01/04/2023 04:05:01","164.0"
"101733","74.49.174.204","GE1","01/04/2023 04:04:40","01/04/2023 04:04:54","14.0"
"100426","207.219.150.145","GE4","01/04/2023 04:04:47","01/04/2023 04:05:32","45.0"
"100637","66.163.28.139","GE4","01/04/2023 04:04:51","01/04/2023 04:04:55","4.0"
"101301","66.163.28.139","GE4","01/04/2023 04:05:26","01/04/2023 04:06:08","42.0"
"103212","207.219.150.145","GE6","01/04/2023 04:05:33","01/04/2023 04:05:49","16.0"
"101592","216.21.135.198","GE5","01/04/2023 04:06:00","01/04/2023 04:12:04","364.0"
"103212","207.219.150.145","GE6","01/04/2023 04:06:00","01/04/2023 04:06:13","13.0"
"103212","207.219.150.145","GE6","01/04/2023 04:06:23","01/04/2023 04:06:30","7.0"
"100426","207.219.150.145","GE4","01/04/2023 04:07:17","01/04/2023 04:08:02","45.0"
"100200","74.49.143.204","GE3","01/04/2023 04:07:47","01/04/2023 04:07:55","8.0"
"100200","66.163.28.139","GE4","01/04/2023 04:07:47","01/04/2023 04:07:55","8.0"
"100200","100.82.208.177","GE4","01/04/2023 04:07:47","01/04/2023 04:07:55","8.0"
"100200","207.219.150.148","GE4","01/04/2023 04:07:47","01/04/2023 04:07:55","8.0"
"102110","66.163.28.139","GE4","01/04/2023 04:07:48","01/04/2023 04:07:56","8.0"
"102110","207.219.150.151","GE4","01/04/2023 04:07:48","01/04/2023 04:07:56","8.0"
"102110","66.163.28.139","GE4","01/04/2023 04:07:48","01/04/2023 04:07:56","8.0"
"102110","74.49.143.204","GE3","01/04/2023 04:07:48","01/04/2023 04:07:56","8.0"
"100844","207.219.150.148","GE4","01/04/2023 04:07:57","01/04/2023 04:09:12","75.0"
"102208","207.219.150.150","GE4","01/04/2023 04:08:52","01/04/2023 04:09:37","45.0"
"101490","207.219.150.151","GE2","01/04/2023 04:09:12","01/04/2023 04:21:56","764.0"
"100416","207.219.150.149","GE4","01/04/2023 04:11:45","01/04/2023 04:12:30","45.0"
"102646","207.219.150.150","GE4","01/04/2023 04:12:36","01/04/2023 04:12:50","14.0"
"101592","207.229.38.104","GE6","01/04/2023 04:13:57","01/04/2023 04:14:27","30.0"
"102059","66.163.28.139","GE3","01/04/2023 04:14:42","01/04/2023 04:48:00","1998.0"
"102417","216.21.135.198","GE4","01/04/2023 04:15:31","01/04/2023 08:47:36","16325.0"
"100416","207.219.150.149","GE4","01/04/2023 04:15:47","01/04/2023 04:16:30","43.0"
"103087","216.21.135.198 A 250-491-9456","GE4","01/04/2023 04:16:19","01/04/2023 04:16:53","34.0"
"100844","207.219.150.148","GE4","01/04/2023 04:16:27","01/04/2023 04:17:12","45.0"
"100637","66.163.28.139","GE4","01/04/2023 04:16:27","01/04/2023 04:16:32","5.0"
"108175","207.219.150.146","GE4","01/04/2023 04:17:35","01/04/2023 04:17:41","6.0"
"100637","66.163.28.139","GE4","01/04/2023 04:18:07","01/04/2023 04:18:14","7.0"
"100416","207.219.150.149","GE4","01/04/2023 04:18:15","01/04/2023 04:19:00","45.0"
"100844","207.219.150.148","GE4","01/04/2023 04:18:57","01/04/2023 04:26:12","435.0"
"104784","207.219.150.150","GE2","01/04/2023 04:19:52","01/04/2023 04:19:53","1.0"
"100637","66.163.28.139","GE4","01/04/2023 04:21:01","01/04/2023 04:21:09","8.0"
"101301","66.163.28.139","GE4","01/04/2023 04:21:02","01/04/2023 04:21:54","52.0"
"104982","216.21.135.198","GE4","01/04/2023 04:22:33","01/04/2023 04:22:38","5.0"
"104982","216.21.135.198","GE4","01/04/2023 04:24:05","01/04/2023 04:25:16","71.0"
"100426","207.219.150.145","GE4","01/04/2023 04:24:17","01/04/2023 04:25:02","45.0"
"101815","207.219.150.146","GE4","01/04/2023 04:24:33","01/04/2023 04:24:43","10.0"
"101815","100.82.188.177","GE4","01/04/2023 04:24:33","01/04/2023 04:24:43","10.0"
"101815","74.49.159.204","GE3","01/04/2023 04:24:33","01/04/2023 04:24:42","9.0"
"101815","100.82.188.185","GE4","01/04/2023 04:24:33","01/04/2023 04:24:43","10.0"
"107213","120/20M - Cogeco ","GE3","01/04/2023 04:25:46","01/04/2023 04:25:54","8.0"
"104982","207.229.38.107","GE4","01/04/2023 04:25:46","01/04/2023 04:27:39","113.0"
"100238","ADSL 905-664-2017 | 6Mbps","GE4","01/04/2023 04:25:50","01/04/2023 04:40:47","897.0"
"107653","207.229.38.107","GE2","01/04/2023 04:27:58","01/04/2023 04:28:42","44.0"
"101257","66.163.28.139","GE6","01/04/2023 04:28:44","01/04/2023 04:55:01","1577.0"
"102554","207.219.150.148","GE4","01/04/2023 04:29:39","01/04/2023 04:29:49","10.0"
"102554","100.82.179.210","GE4","01/04/2023 04:29:39","01/04/2023 04:29:48","9.0"
"102554","74.49.159.204","GE3","01/04/2023 04:29:39","01/04/2023 04:29:48","9.0"
"102554","66.163.28.139","GE4","01/04/2023 04:29:39","01/04/2023 04:29:49","10.0"
"101490","207.219.150.151","GE2","01/04/2023 04:30:47","01/04/2023 04:31:28","41.0"
"104982","216.21.135.198","GE4","01/04/2023 04:31:10","01/04/2023 04:31:17","7.0"
"102208","207.219.150.150","GE4","01/04/2023 04:31:23","01/04/2023 04:32:08","45.0"
"100008","66.163.28.139","GE2","01/04/2023 04:31:39","01/04/2023 04:32:14","35.0"
"101246","66.163.28.139","GE3","01/04/2023 04:31:49","01/04/2023 04:32:48","59.0"
"100381","207.219.150.150","GE4","01/04/2023 04:31:57","01/04/2023 04:31:59","2.0"
"103062","74.49.159.204","GE3","01/04/2023 04:32:13","01/04/2023 04:33:28","75.0"
"100381","207.219.150.150","GE4","01/04/2023 04:32:15","01/04/2023 04:32:33","18.0"
"100400","100.82.202.131 3001","GE4","01/04/2023 04:32:38","01/04/2023 04:33:49","71.0"
"101886","74.49.174.204","GE1","01/04/2023 04:33:22","01/04/2023 04:35:42","140.0"
"100637","66.163.28.139","GE4","01/04/2023 04:33:39","01/04/2023 04:33:45","6.0"
"107435","207.219.150.144","GE2","01/04/2023 04:34:00","01/04/2023 04:35:56","116.0"
"101490","207.219.150.151","GE2","01/04/2023 04:34:42","01/04/2023 04:34:58","16.0"
"101534","100.82.37.65","GE1","01/04/2023 04:34:45","01/04/2023 04:38:43","238.0"
"109697","GoCo LTE Backup","GE2","01/04/2023 04:34:58","01/04/2023 05:57:46","4968.0"
"100416","207.219.150.149","GE4","01/04/2023 04:35:46","01/04/2023 04:38:31","165.0"
"100382","66.163.28.139","GE3","01/04/2023 04:36:02","01/04/2023 04:37:42","100.0"
"107266","(416) 252-5527 FTTN 50/10 M","GE2","01/04/2023 04:36:31","01/04/2023 04:36:55","24.0"
"100844","207.219.150.148","GE4","01/04/2023 04:36:57","01/04/2023 04:41:12","255.0"
"102771","207.219.150.146","GE4","01/04/2023 04:37:04","01/04/2023 04:37:19","15.0"
"101490","207.219.150.151","GE2","01/04/2023 04:37:17","01/04/2023 04:37:27","10.0"
"102432","66.163.28.139","GE3","01/04/2023 04:37:33","01/04/2023 12:49:55","29542.0"
"100381","207.219.150.150","GE4","01/04/2023 04:38:12","01/04/2023 04:38:15","3.0"
"100756","72.38.20.80","GE1","01/04/2023 04:39:31","01/04/2023 04:42:10","159.0"
"101704","66.163.28.139","GE5","01/04/2023 04:40:30","01/04/2023 04:41:55","85.0"
"102646","207.219.150.150","GE4","01/04/2023 04:40:37","01/04/2023 04:41:22","45.0"
"101568","207.219.150.149","GE4","01/04/2023 04:40:39","01/04/2023 04:40:48","9.0"
"107266","(416) 252-5527 FTTN 50/10 M","GE2","01/04/2023 04:40:43","01/04/2023 04:40:47","4.0"
"101568","207.219.150.149","GE4","01/04/2023 04:41:49","01/04/2023 04:42:28","39.0"
"100050","66.163.28.139","GE3","01/04/2023 04:41:55","01/04/2023 04:42:03","8.0"
"100050","66.163.28.139","GE4","01/04/2023 04:41:55","01/04/2023 04:42:03","8.0"
"100050","207.219.150.149","GE4","01/04/2023 04:41:55","01/04/2023 04:42:03","8.0"
"100050","66.163.28.139","GE4","01/04/2023 04:41:55","01/04/2023 04:42:03","8.0"
"100198","207.219.150.147","GE2","01/04/2023 04:41:57","01/04/2023 04:42:57","60.0"
"108175","207.219.150.146","GE4","01/04/2023 04:42:35","01/04/2023 04:42:45","10.0"
"100756","207.219.150.147","GE2","01/04/2023 04:42:54","01/04/2023 04:42:54","0.0"
